goal	rule	score
p7(X8)	p7(a49)	1
p8(X1, X3)	p8(a16, a15)	1
p1(X0)	p1(a10)	1
p7(X8)	p7(a0)	1
p9(a14)	p9(a14)	1
p1(a51)	p1(a51)	1
p0(X0, X7)	p0(a13, a35)	1
p5(X0, X1)	p5(a32, a42)	1
p9(X2)	p9(a83)	1
p1(X1)	p1(a81)	1
p7(X2)	p7(a3)	1
p0(X0, X6)	p0(a60, a88)	1
p0(X0, X8)	p0(a60, a88)	1
p6(X3, X0, a88, a67, X2)	p6(a13, a53, a88, X7, a56) :- p2(X7)	1
p1(X9)	p1(a64)	1
p5(X0, X5)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p8(X0, X1)	p8(a15, a59)	1
p1(X9)	p1(a46)	1
p1(X1)	p1(a46)	1
p1(X2)	p1(a9)	1
p2(X0)	p2(a11)	1
p7(X0)	p7(a5)	1
p0(X1, X0)	p0(a12, a10)	1
p9(X9)	p9(a1)	1
p7(X7)	p7(a49)	1
p5(X0, X5)	p5(a62, a91)	1
p5(X0, X9)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p7(X1)	p7(a37)	1
p0(X0, X8)	p0(a90, a17)	1
p7(X6)	p7(a34)	1
p1(X1)	p1(a5)	1
p8(X2, X1)	p8(a38, a14)	1
p5(X0, X3)	p5(a20, a39)	1
p0(X0, X6)	p0(a90, a17)	1
p8(X5, a73)	p8(X6, a73) :- p7(X6)	1
p7(X2)	p7(X0) :- p3(X0, X2, a10, X8, X3)	1
p8(X8, X6)	p8(a92, a2)	1
p7(X6)	p7(a13)	1
p7(a3)	p7(a3)	1
p8(X9, X7)	p8(a0, a18)	1
p5(X0, X4)	p5(a18, a75)	1
p5(X1, X0)	p5(a51, a30)	1
p5(a25, X0)	p5(a25, a2)	1
p7(X6)	p7(X1) :- p5(X8, X1)	1
p2(X8)	p2(a33)	1
p5(X1, X0)	p5(a11, a69)	1
p0(X0, a2)	p0(a50, a2)	1
p0(X0, X1)	p0(a34, a22)	1
p9(X1)	p9(a30)	1
p0(X0, X1)	p0(a34, a19)	1
p1(a38)	p1(X7) :- p9(X7)	1
p5(a0, a1)	p5(a0, a1)	1
p5(X0, X7)	p5(a25, a2)	1
p1(X2)	p1(a19)	1
p7(X4)	p7(a49)	1
p8(X1, X6)	p8(a5, a20)	1
p7(X9)	p7(a73)	1
p8(X0, X1)	p8(a53, a79)	1
p2(X8)	p2(a39)	1
p8(X5, X3)	p8(a4, a38)	1
p0(X0, X5)	p0(a0, a1)	1
p8(X6, X4)	p8(a56, a11)	1
p8(X6, X1)	p8(a4, a38)	1
p0(X0, X1)	p0(a25, a50)	1
p9(X2)	p9(a61)	1
p2(X8)	p2(a3)	1
p5(X0, X3)	p5(a57, a67)	1
p5(X0, X9)	p5(a69, a35)	1
p8(X6, X4)	p8(a98, a29)	1
p0(X0, X7)	p0(a62, a0)	1
p9(a0)	p9(a0)	1
p9(X1)	p9(a1)	1
p5(X1, X1)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p8(X4, X9)	p8(a27, a18)	1
p5(X0, X5)	p5(a58, a88)	1
p0(X1, X0)	p0(a58, a0)	1
p1(X9)	p1(a58)	1
p7(X3)	p7(a34)	1
p0(X0, X9)	p0(a25, a50)	1
p5(X0, X9)	p5(a57, a67)	1
p7(X3)	p7(a70)	1
p5(X0, X8)	p5(a51, a30)	1
p2(X0)	p2(a10)	1
p7(X5)	p7(a13)	1
p3(X8, X0, a10, X1, X2)	p3(a72, a0, a10, a72, a23)	1
p9(X0)	p9(a12)	1
p5(a8, X0)	p5(a8, a92)	1
p5(X0, X6)	p5(a69, a35)	1
p5(X0, X8)	p5(a26, a1)	1
p1(X0)	p1(X7) :- p9(X7)	1
p7(X5)	p7(X1) :- p5(X8, X1)	1
p0(X0, X5)	p0(a19, a42)	1
p7(X3)	p7(a28)	1
p1(a0)	p1(a0)	1
p5(X0, a8)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p5(X1, a32)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p1(X2)	p1(a0)	1
p8(X1, X3)	p8(a5, a20)	1
p7(X8)	p7(a68)	1
p7(X3)	p7(X1) :- p5(X8, X1)	1
p9(X1)	p9(a35)	1
p8(X0, X3)	p8(a15, a59)	1
p2(a0)	p2(a0)	1
p0(X0, X5)	p0(a34, a19)	1
p2(X0)	p2(a6)	1
p8(X8, X6)	p8(a98, a29)	1
p8(a8, a73)	p8(X6, a73) :- p7(X6)	1
p7(a81)	p7(X1) :- p5(X8, X1)	1
p8(X5, X3)	p8(a16, a15)	1
p4(a48, X0, a68, a66)	p4(a48, a12, a68, a66)	1
p8(X1, X0)	p8(a38, a14)	1
p7(X6)	p7(a18)	1
p5(X0, a26)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p8(X7, X3)	p8(a5, a20)	1
p8(X6, X1)	p8(a0, a18)	1
p2(X8)	p2(a67)	1
p5(X0, X9)	p5(a69, a24)	1
p7(X5)	p7(X0) :- p3(X0, X2, a10, X8, X3)	1
p0(X0, a35)	p0(a13, a35)	1
p8(X2, X1)	p8(a56, a11)	1
p2(X8)	p2(a32)	1
p1(X0)	p1(a81)	1
p9(a83)	p9(a83)	1
p8(X9, X7)	p8(a48, a78)	1
p5(X0, X5)	p5(a25, a2)	1
p5(X0, a18)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p0(a19, X0)	p0(a19, a42)	1
p7(X6)	p7(a49)	1
p7(X1)	p7(a3)	1
p5(X0, X2)	p5(a23, a90)	1
p7(X6)	p7(a0)	1
p5(X0, X8)	p5(a18, a75)	1
p8(X2, X1)	p8(a4, a38)	1
p5(X0, a1)	p5(a0, a1)	1
p1(X7)	p1(a17)	1
p2(a59)	p2(a59)	1
p9(X9)	p9(a28)	1
p5(X0, X1)	p5(a51, a30)	1
p1(X1)	p1(a20)	1
p5(X0, X3)	p5(a78, a78)	1
p9(X1)	p9(a59)	1
p7(X1)	p7(a84)	1
p7(X3)	p7(a52)	1
p5(a51, X0)	p5(a51, a30)	1
p7(X6)	p7(a5)	1
p7(X0)	p7(a32)	1
p9(X0)	p9(a35)	1
p5(X0, X7)	p5(a47, a81)	1
p7(X9)	p7(a32)	1
p0(X0, X1)	p0(a0, a1)	1
p7(X4)	p7(a68)	1
p5(X0, X6)	p5(a62, a91)	1
p8(X0, X1)	p8(a92, a2)	1
p7(X5)	p7(a18)	1
p0(X0, X1)	p0(a90, a46)	1
p7(X1)	p7(a73)	1
p5(X0, X6)	p5(a8, a92)	1
p5(X0, X2)	p5(a51, a30)	1
p9(X7)	p9(a93)	1
p8(X4, X9)	p8(a31, a46)	1
p8(X0, X1)	p8(a11, a92)	1
p8(X2, X1)	p8(a11, a92)	1
p1(X9)	p1(a5)	1
p5(X0, a25)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p0(X0, X6)	p0(a2, a0)	1
p0(X0, X1)	p0(a50, a2)	1
p8(X4, X9)	p8(a15, a59)	1
p5(X0, X2)	p5(a26, a1)	1
p5(a32, X0)	p5(a32, a42)	1
p7(X5)	p7(a49)	1
p5(X0, X6)	p5(a78, a78)	1
p8(X1, X0)	p8(X6, a73) :- p7(X6)	1
p5(a57, a67)	p5(a57, a67)	1
p7(X8)	p7(a12)	1
p5(X1, X0)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p9(X7)	p9(a38)	1
p5(X0, X9)	p5(a20, a39)	1
p8(X0, X3)	p8(X6, a73) :- p7(X6)	1
p7(X5)	p7(a0)	1
p1(X1)	p1(a19)	1
p8(X2, X1)	p8(a16, a15)	1
p5(X0, X1)	p5(a18, a75)	1
p8(X6, X1)	p8(a48, a78)	1
p8(a20, X4)	p8(X6, a73) :- p7(X6)	1
p5(X0, X8)	p5(a23, a90)	1
p2(X0)	p2(a12)	1
p5(X1, a24)	p5(a69, a24)	1
p0(X0, a0)	p0(a62, a0)	1
p1(X1)	p1(a51)	1
p1(X9)	p1(a36)	1
p0(X0, X7)	p0(a90, a17)	1
p9(X9)	p9(a61)	1
p1(X2)	p1(a15)	1
p5(a57, X0)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p9(X7)	p9(a80)	1
p5(X0, a1)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p0(X0, X1)	p0(a12, a10)	1
p7(X5)	p7(a5)	1
p5(X0, a78)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p7(X7)	p7(a12)	1
p8(X1, X0)	p8(a56, a11)	1
p0(X0, X9)	p0(a13, a35)	1
p0(X0, X8)	p0(a0, a1)	1
p7(a24)	p7(X1) :- p5(X8, X1)	1
p8(X0, X3)	p8(a56, a11)	1
p1(X7)	p1(a64)	1
p8(X1, X0)	p8(a98, a29)	1
p5(X0, X7)	p5(a51, a30)	1
p0(X0, X6)	p0(a0, a1)	1
p5(X0, X7)	p5(a11, a69)	1
p5(X0, X8)	p5(a0, a87)	1
p8(X4, X9)	p8(a53, a79)	1
p8(X6, X4)	p8(a4, a38)	1
p8(X9, X7)	p8(a53, a79)	1
p8(X1, X0)	p8(a4, a38)	1
p8(X5, X3)	p8(a5, a20)	1
p8(X1, X6)	p8(a53, a79)	1
p5(X0, X4)	p5(a69, a24)	1
p7(X1)	p7(a10)	1
p5(a0, a0)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p5(X0, a42)	p5(a32, a42)	1
p8(X1, X6)	p8(a27, a18)	1
p5(X1, X0)	p5(a69, a35)	1
p1(X7)	p1(a10)	1
p0(X0, X6)	p0(a50, a2)	1
p9(X9)	p9(a29)	1
p7(X7)	p7(a52)	1
p2(X3)	p2(a0)	1
p8(X7, X3)	p8(a15, a59)	1
p5(X0, X1)	p5(a23, a90)	1
p0(X0, X8)	p0(a19, a42)	1
p8(X8, X6)	p8(a48, a78)	1
p5(a1, a1)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p7(X4)	p7(a12)	1
p3(X0, X2, X1, X1, X3)	p3(a6, a34, a1, a1, a28)	1
p5(X1, X0)	p5(a57, a67)	1
p9(X2)	p9(a29)	1
p9(X9)	p9(a80)	1
p9(X0)	p9(a2)	1
p0(X0, X5)	p0(a34, a22)	1
p0(X0, X6)	p0(a34, a22)	1
p0(X0, X8)	p0(a34, a22)	1
p0(X0, X6)	p0(a34, a19)	1
p2(X0)	p2(a41)	1
p0(X0, X8)	p0(a34, a19)	1
p3(X9, X0, a10, X1, X2)	p3(a72, a0, a10, a72, a23)	1
p1(X0)	p1(a20)	1
p1(X2)	p1(X7) :- p9(X7)	1
p0(X1, X0)	p0(a54, a16)	1
p2(a11)	p2(a11)	1
p8(X8, X6)	p8(a4, a38)	1
p1(a0)	p1(X7) :- p9(X7)	1
p8(X0, X3)	p8(a11, a92)	1
p2(X0)	p2(a3)	1
p7(X6)	p7(a6)	1
p7(a57)	p7(X1) :- p5(X8, X1)	1
p2(X3)	p2(a11)	1
p8(X0, X3)	p8(a2, a80)	1
p9(X7)	p9(a0)	1
p7(X4)	p7(a52)	1
p8(X1, X3)	p8(a27, a18)	1
p0(X0, X7)	p0(a34, a19)	1
p8(X1, X0)	p8(a16, a15)	1
p5(X0, X5)	p5(a51, a30)	1
p5(X1, X0)	p5(a69, a24)	1
p8(X1, X3)	p8(a53, a79)	1
p5(X0, X3)	p5(a8, a92)	1
p5(X1, a1)	p5(a26, a1)	1
p7(X6)	p7(a32)	1
p5(a78, a78)	p5(a78, a78)	1
p9(X9)	p9(a83)	1
p5(X0, X7)	p5(a0, a1)	1
p5(X0, X3)	p5(a26, a1)	1
p1(X1)	p1(a9)	1
p6(a13, a53, X2, X8, X1)	p6(a13, a53, a88, X7, a56) :- p2(X7)	1
p1(X9)	p1(a20)	1
p9(X7)	p9(a10)	1
p5(a18, a18)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p8(X2, X1)	p8(a5, a20)	1
p1(X2)	p1(a46)	1
p5(X0, X9)	p5(a8, a92)	1
p1(X9)	p1(a9)	1
p5(X0, X5)	p5(a32, a42)	1
p5(X0, X9)	p5(a78, a78)	1
p5(X0, X4)	p5(a20, a39)	1
p6(X0, a53, a88, a16, X1)	p6(a13, a53, a88, X7, a56) :- p2(X7)	1
p1(X0)	p1(a19)	1
p7(X2)	p7(a37)	1
p5(a1, a96)	p5(a1, a96)	1
p7(X8)	p7(a70)	1
p5(a58, X0)	p5(a58, a88)	1
p8(X8, X6)	p8(a0, a18)	1
p7(X0)	p7(a37)	1
p7(X5)	p7(a6)	1
p0(X1, X0)	p0(a0, a85)	1
p5(X1, X0)	p5(a78, a78)	1
p7(X9)	p7(a37)	1
p8(X4, X9)	p8(a92, a2)	1
p2(X0)	p2(a67)	1
p2(X3)	p2(a24)	1
p0(X0, X5)	p0(a58, a0)	1
p8(X9, X7)	p8(a92, a2)	1
p2(X3)	p2(a51)	1
p7(X3)	p7(a18)	1
p5(X0, X3)	p5(a47, a81)	1
p5(X0, X3)	p5(a18, a75)	1
p1(X0)	p1(a28)	1
p8(X1, X6)	p8(a31, a46)	1
p5(X0, X5)	p5(a18, a75)	1
p5(X0, X4)	p5(a69, a35)	1
p8(X1, X6)	p8(a92, a2)	1
p0(X0, X1)	p0(a13, a35)	1
p5(a11, a69)	p5(a11, a69)	1
p1(X9)	p1(a19)	1
p8(X4, X9)	p8(a11, a92)	1
p7(X7)	p7(a28)	1
p5(X0, a78)	p5(a78, a78)	1
p5(X0, X9)	p5(a47, a81)	1
p5(X3, X3)	p5(a78, a78)	1
p5(X0, X9)	p5(a18, a75)	1
p9(X7)	p9(a30)	1
p1(X9)	p1(a51)	1
p5(X1, X0)	p5(a20, a39)	1
p5(X0, X4)	p5(a57, a67)	1
p9(X1)	p9(a83)	1
p1(X9)	p1(a24)	1
p8(X7, X3)	p8(a56, a11)	1
p7(a87)	p7(X1) :- p5(X8, X1)	1
p8(X3, a73)	p8(X6, a73) :- p7(X6)	1
p5(X0, X7)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p5(X1, X1)	p5(a78, a78)	1
p6(a96, X0, a64, X1, a6)	p6(a96, a48, a64, a17, a6)	1
p1(X7)	p1(a81)	1
p1(X1)	p1(a28)	1
p7(X1)	p7(a49)	1
p5(X0, X6)	p5(a47, a81)	1
p7(X3)	p7(a5)	1
p0(X0, a46)	p0(a90, a46)	1
p7(X8)	p7(a52)	1
p7(X1)	p7(a0)	1
p7(X4)	p7(a70)	1
p8(a67, X3)	p8(X6, a73) :- p7(X6)	1
p8(X1, X3)	p8(a31, a46)	1
p8(X9, X7)	p8(a27, a18)	1
p7(X4)	p7(a28)	1
p1(X1)	p1(a0)	1
p9(X2)	p9(a11)	1
p8(X1, X3)	p8(a92, a2)	1
p8(X1, X3)	p8(a15, a59)	1
p0(X0, X9)	p0(a60, a88)	1
p7(X4)	p7(a13)	1
p7(X6)	p7(a68)	1
p5(a26, X0)	p5(a26, a1)	1
p5(X0, X5)	p5(a23, a90)	1
p5(a8, a92)	p5(a8, a92)	1
p8(X6, X4)	p8(a5, a20)	1
p7(a42)	p7(X1) :- p5(X8, X1)	1
p7(X8)	p7(a18)	1
p0(X0, X6)	p0(a19, a42)	1
p5(a32, a42)	p5(a32, a42)	1
p8(X4, X9)	p8(a98, a29)	1
p5(a1, X0)	p5(a1, a96)	1
p9(X0)	p9(a83)	1
p8(X9, X7)	p8(a98, a29)	1
p0(X0, a1)	p0(a0, a1)	1
p8(X5, X3)	p8(a53, a79)	1
p5(a0, X0)	p5(a0, a87)	1
p8(X7, X3)	p8(a11, a92)	1
p7(a67)	p7(X1) :- p5(X8, X1)	1
p0(X0, X1)	p0(a62, a0)	1
p0(X0, X5)	p0(a12, a10)	1
p0(X0, X6)	p0(a12, a10)	1
p5(X0, X4)	p5(a8, a92)	1
p9(X1)	p9(a61)	1
p0(X0, X8)	p0(a12, a10)	1
p1(X0)	p1(a9)	1
p0(X0, X9)	p0(a0, a85)	1
p5(X1, a18)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p5(X0, X6)	p5(a25, a2)	1
p2(X0)	p2(a39)	1
p9(X7)	p9(a14)	1
p5(X0, X3)	p5(a0, a87)	1
p5(a18, X0)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p5(X0, X4)	p5(a78, a78)	1
p3(X4, X0, a10, X1, X2)	p3(a72, a0, a10, a72, a23)	1
p9(X7)	p9(a69)	1
p5(X0, a91)	p5(a62, a91)	1
p0(X0, X9)	p0(a62, a0)	1
p8(X0, a29)	p8(a98, a29)	1
p5(X0, a75)	p5(a18, a75)	1
p2(X8)	p2(a42)	1
p5(X0, X8)	p5(a69, a35)	1
p8(X0, X3)	p8(a16, a15)	1
p8(a10, X1)	p8(X6, a73) :- p7(X6)	1
p5(X0, a57)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p7(X5)	p7(a68)	1
p7(X9)	p7(a12)	1
p9(a28)	p9(a28)	1
p9(X7)	p9(a59)	1
p0(X0, a30)	p0(a21, a30)	1
p7(a88)	p7(X1) :- p5(X8, X1)	1
p1(a10)	p1(X7) :- p9(X7)	1
p7(X9)	p7(a84)	1
p5(a23, X0)	p5(a23, a90)	1
p5(a1, X0)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p5(X1, a96)	p5(a1, a96)	1
p9(X1)	p9(a29)	1
p7(X8)	p7(a34)	1
p5(a20, a39)	p5(a20, a39)	1
p2(X3)	p2(a12)	1
p1(X2)	p1(a5)	1
p8(X9, X7)	p8(a2, a80)	1
p5(X0, X9)	p5(a26, a1)	1
p5(X0, X7)	p5(a69, a24)	1
p8(X1, X3)	p8(a98, a29)	1
p5(X0, X7)	p5(a1, a96)	1
p7(X1)	p7(X0) :- p3(X0, X2, a10, X8, X3)	1
p1(X1)	p1(a17)	1
p9(X1)	p9(a80)	1
p7(X4)	p7(a18)	1
p9(X7)	p9(a13)	1
p5(X1, X0)	p5(a8, a92)	1
p0(X1, X0)	p0(a21, a30)	1
p7(X8)	p7(a28)	1
p9(X9)	p9(a14)	1
p9(a29)	p9(a29)	1
p8(X9, X7)	p8(a31, a46)	1
p7(X8)	p7(X1) :- p5(X8, X1)	1
p0(X0, X8)	p0(a58, a0)	1
p7(a20)	p7(X1) :- p5(X8, X1)	1
p7(X3)	p7(a6)	1
p1(X2)	p1(a36)	1
p7(X9)	p7(a52)	1
p7(X7)	p7(a34)	1
p8(X2, X1)	p8(a53, a79)	1
p9(X0)	p9(a93)	1
p0(X0, X6)	p0(a58, a0)	1
p5(X0, X1)	p5(a69, a35)	1
p2(X0)	p2(a32)	1
p5(X0, a1)	p5(a26, a1)	1
p5(a69, a35)	p5(a69, a35)	1
p6(a13, a53, a88, a59, X6)	p6(a13, a53, a88, X7, a56) :- p2(X7)	1
p0(X1, X0)	p0(a0, a1)	1
p5(X0, X1)	p5(a57, a67)	1
p7(a0)	p7(a0)	1
p7(a18)	p7(a18)	1
p1(X0)	p1(a0)	1
p2(X3)	p2(a10)	1
p7(X7)	p7(X1) :- p5(X8, X1)	1
p8(X5, X3)	p8(a92, a2)	1
p8(X5, X3)	p8(a15, a59)	1
p1(X7)	p1(a20)	1
p7(X3)	p7(a32)	1
p5(X0, X8)	p5(a8, a92)	1
p8(X6, X1)	p8(a15, a59)	1
p5(X1, X0)	p5(a47, a81)	1
p5(X1, X0)	p5(a18, a75)	1
p9(X0)	p9(a80)	1
p1(X2)	p1(a58)	1
p7(X4)	p7(a34)	1
p5(X0, X2)	p5(a69, a35)	1
p5(a78, X0)	p5(a78, a78)	1
p7(X5)	p7(a12)	1
p9(X2)	p9(a12)	1
p0(X0, X9)	p0(a97, a1)	1
p8(a2, X0)	p8(a2, a80)	1
p8(X0, X1)	p8(a48, a78)	1
p5(X0, X7)	p5(a20, a39)	1
p2(X8)	p2(a40)	1
p3(X0, a60, X1, a7, X2)	p3(a74, a60, a21, a7, a98)	1
p9(X7)	p9(a1)	1
p7(X0)	p7(a10)	1
p8(X6, X1)	p8(a2, a80)	1
p5(X0, X2)	p5(a57, a67)	1
p1(X9)	p1(a0)	1
p0(X0, X1)	p0(a90, a17)	1
p7(a26)	p7(X1) :- p5(X8, X1)	1
p7(X4)	p7(X1) :- p5(X8, X1)	1
p8(X1, X0)	p8(a5, a20)	1
p8(X1, X3)	p8(a11, a92)	1
p5(X0, X8)	p5(a20, a39)	1
p8(X9, X7)	p8(a56, a11)	1
p0(X1, X0)	p0(a25, a50)	1
p2(a16)	p2(a16)	1
p0(X0, X9)	p0(a2, a0)	1
p9(X1)	p9(a10)	1
p8(X1, X6)	p8(a98, a29)	1
p5(X0, X1)	p5(a8, a92)	1
p5(X0, X4)	p5(a26, a1)	1
p8(X7, X3)	p8(a16, a15)	1
p8(X1, X0)	p8(a53, a79)	1
p1(X7)	p1(a28)	1
p8(X2, X1)	p8(a31, a46)	1
p7(X7)	p7(a6)	1
p5(X0, X6)	p5(a51, a30)	1
p2(X8)	p2(a6)	1
p7(X2)	p7(a12)	1
p5(X0, X7)	p5(a57, a67)	1
p8(a2, X0)	p8(X6, a73) :- p7(X6)	1
p8(X2, X1)	p8(a92, a2)	1
p8(X2, X1)	p8(a15, a59)	1
p0(X0, X7)	p0(a12, a10)	1
p7(a69)	p7(X1) :- p5(X8, X1)	1
p7(X9)	p7(a13)	1
p9(X2)	p9(a35)	1
p7(X0)	p7(a3)	1
p5(X0, X9)	p5(a0, a87)	1
p5(X0, X6)	p5(a11, a69)	1
p8(X6, X1)	p8(X6, a73) :- p7(X6)	1
p7(X9)	p7(a3)	1
p9(X0)	p9(a0)	1
p9(X2)	p9(a36)	1
p7(X0)	p7(a84)	1
p5(X0, X2)	p5(a8, a92)	1
p8(X0, X1)	p8(a0, a18)	1
p5(a32, a32)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p7(X6)	p7(a70)	1
p5(X0, a32)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p8(X9, X7)	p8(a38, a14)	1
p5(X0, X1)	p5(a20, a39)	1
p9(a11)	p9(a11)	1
p5(a0, X0)	p5(a0, a1)	1
p8(X6, X4)	p8(X6, a73) :- p7(X6)	1
p5(X0, X2)	p5(a78, a78)	1
p9(X0)	p9(a10)	1
p7(X6)	p7(a28)	1
p8(X4, X9)	p8(a0, a18)	1
p7(X2)	p7(a52)	1
p9(a38)	p9(a38)	1
p5(X0, X4)	p5(a47, a81)	1
p7(X7)	p7(a5)	1
p2(a41)	p2(a41)	1
p7(X4)	p7(a6)	1
p5(X0, a39)	p5(a20, a39)	1
p1(X9)	p1(a17)	1
p1(X1)	p1(a36)	1
p7(X9)	p7(X0) :- p3(X0, X2, a10, X8, X3)	1
p1(X0)	p1(a58)	1
p8(X6, X1)	p8(a56, a11)	1
p5(X1, X0)	p5(a26, a1)	1
p5(X0, X3)	p5(a0, a1)	1
p7(X1)	p7(a68)	1
p7(X0)	p7(a73)	1
p0(X0, X9)	p0(a19, a42)	1
p5(X0, X5)	p5(a69, a35)	1
p8(X0, X1)	p8(a27, a18)	1
p1(X2)	p1(a51)	1
p8(X2, X1)	p8(a27, a18)	1
p5(X0, X2)	p5(a20, a39)	1
p1(X2)	p1(a24)	1
p0(X0, X9)	p0(a34, a22)	1
p0(X0, X9)	p0(a34, a19)	1
p2(X0)	p2(a42)	1
p2(X8)	p2(a16)	1
p5(X0, X9)	p5(a0, a1)	1
p5(X0, X3)	p5(a1, a96)	1
p5(a69, X0)	p5(a69, a35)	1
p8(X8, X6)	p8(X6, a73) :- p7(X6)	1
p7(X5)	p7(a34)	1
p3(X5, X0, a10, X1, X2)	p3(a72, a0, a10, a72, a23)	1
p5(X0, X5)	p5(a57, a67)	1
p7(X5)	p7(a70)	1
p7(X4)	p7(a5)	1
p7(a90)	p7(X1) :- p5(X8, X1)	1
p1(X1)	p1(a58)	1
p9(X7)	p9(a28)	1
p0(X1, X0)	p0(a90, a46)	1
p9(X9)	p9(a12)	1
p5(X0, X1)	p5(a25, a2)	1
p1(X7)	p1(a9)	1
p8(X2, X1)	p8(a98, a29)	1
p0(X0, X5)	p0(a54, a16)	1
p7(X5)	p7(a28)	1
p5(X0, X6)	p5(a0, a1)	1
p7(X2)	p7(a0)	1
p0(X0, X6)	p0(a54, a16)	1
p0(X0, X8)	p0(a54, a16)	1
p7(X9)	p7(a18)	1
p5(X0, X8)	p5(a78, a78)	1
p8(X5, X3)	p8(a11, a92)	1
p2(X8)	p2(a19)	1
p2(X3)	p2(a33)	1
p8(X6, X4)	p8(a92, a2)	1
p8(X6, X4)	p8(a15, a59)	1
p7(X6)	p7(a10)	1
p5(a62, X0)	p5(a62, a91)	1
p8(X6, X1)	p8(a11, a92)	1
p8(X8, X6)	p8(a56, a11)	1
p8(X1, X0)	p8(a92, a2)	1
p8(X1, X0)	p8(a15, a59)	1
p7(X0)	p7(a0)	1
p0(X1, X0)	p0(a50, a2)	1
p7(X3)	p7(a37)	1
p9(X9)	p9(a11)	1
p8(X6, X1)	p8(a38, a14)	1
p7(X9)	p7(a0)	1
p2(a51)	p2(a51)	1
p5(X0, X5)	p5(a69, a24)	1
p2(X3)	p2(a39)	1
p8(X7, X3)	p8(a0, a18)	1
p9(X2)	p9(a2)	1
p9(X1)	p9(a14)	1
p0(X0, X7)	p0(a54, a16)	1
p2(X8)	p2(a81)	1
p7(a91)	p7(X1) :- p5(X8, X1)	1
p2(X3)	p2(a3)	1
p8(X6, X1)	p8(a16, a15)	1
p1(X7)	p1(a15)	1
p5(X1, a90)	p5(a23, a90)	1
p8(X4, X9)	p8(a48, a78)	1
p1(X7)	p1(a19)	1
p5(X0, X3)	p5(a62, a91)	1
p8(X1, X6)	p8(a48, a78)	1
p3(X1, X0, a10, X2, X3)	p3(a72, a0, a10, a72, a23)	1
p5(X0, X4)	p5(a0, a87)	1
p8(X9, a73)	p8(X6, a73) :- p7(X6)	1
p5(a18, a75)	p5(a18, a75)	1
p1(X0)	p1(a46)	1
p2(X8)	p2(a73)	1
p1(X9)	p1(a10)	1
p7(X8)	p7(a6)	1
p7(X1)	p7(a12)	1
p5(X0, X8)	p5(a47, a81)	1
p1(X0)	p1(a5)	1
p8(X9, X7)	p8(a4, a38)	1
p7(X9)	p7(a34)	1
p7(X2)	p7(a13)	1
p0(X0, X5)	p0(a0, a85)	1
p5(X0, X1)	p5(a26, a1)	1
p8(X8, X6)	p8(a15, a59)	1
p5(X0, X1)	p5(a78, a78)	1
p8(X0, X3)	p8(a53, a79)	1
p5(a23, a90)	p5(a23, a90)	1
p7(X2)	p7(X1) :- p5(X8, X1)	1
p7(X8)	p7(a32)	1
p9(X1)	p9(a13)	1
p7(X6)	p7(a3)	1
p2(X8)	p2(a41)	1
p5(X0, X6)	p5(X5, X5) :- p7(X9), p5(X5, X9)	1
p5(a26, a1)	p5(a26, a1)	1
p8(X0, X3)	p8(a27, a18)	1
p8(a26, X7)	p8(X6, a73) :- p7(X6)	1
p7(X0)	p7(a13)	1
p8(X0, X1)	p8(a31, a46)	1
p8(X8, X6)	p8(a38, a14)	1
p8(X8, X6)	p8(a2, a80)	1
p1(X0)	p1(a36)	1
p9(X0)	p9(a14)	1
p9(X9)	p9(a36)	1
p5(a11, X0)	p5(a11, a69)	1
p9(X0)	p9(a69)	1
p7(X6)	p7(a84)	1
p7(X9)	p7(X1) :- p5(X8, X1)	1
p4(a79, X0, a15, a13)	p4(a79, a1, a15, a13)	1
p7(X8)	p7(a5)	1
p2(X3)	p2(a67)	1
p5(X0, X7)	p5(a23, a90)	1
p9(a59)	p9(a59)	1
p1(X7)	p1(a0)	1
p0(X0, X9)	p0(a0, a1)	1
p2(X3)	p2(a32)	1
p5(X0, X5)	p5(a20, a39)	1
p0(X0, X9)	p0(a90, a46)	1
p9(a69)	p9(a69)	1
